,lineId,stop_name,stop_code,X,Y
2918, 27X,Mask Avenue,1199,-6.20275259009846,53.3849842401372
2919, 42,Mask Avenue,1199,-6.20275259009846,53.3849842401372
2920, 43,Mask Avenue,1199,-6.20275259009846,53.3849842401372
2921,15,Chanel College,1200,-6.20106016018285,53.3869720804046
2922, 27,Chanel College,1200,-6.20106016018285,53.3869720804046
2923, 27X,Chanel College,1200,-6.20106016018285,53.3869720804046
2924, 42,Chanel College,1200,-6.20106016018285,53.3869720804046
2925, 43,Chanel College,1200,-6.20106016018285,53.3869720804046
2926,15,Greencastle Road,1201,-6.19605388707569,53.3908782695545
2927, 27,Greencastle Road,1201,-6.19605388707569,53.3908782695545
2928, 27X,Greencastle Road,1201,-6.19605388707569,53.3908782695545
2929, 42,Greencastle Road,1201,-6.19605388707569,53.3908782695545
2930, 43,Greencastle Road,1201,-6.19605388707569,53.3908782695545
2931,15,junction Greencastle Road,1202,-6.19341402343954,53.392501159724
2932, 42,junction Greencastle Road,1202,-6.19341402343954,53.392501159724
2933, 43,junction Greencastle Road,1202,-6.19341402343954,53.392501159724
2934,15,Priorswood Roundabout,1203,-6.18752102394191,53.3967171404001
2935, 42,Priorswood Roundabout,1203,-6.18752102394191,53.3967171404001
2936, 43,Priorswood Roundabout,1203,-6.18752102394191,53.3967171404001
2937,27,Malahide Road (N32),1205,-6.18184358259272,53.4014933900586
2938, 27X,Malahide Road (N32),1205,-6.18184358259272,53.4014933900586
2939, 42,Malahide Road (N32),1205,-6.18184358259272,53.4014933900586
2940, 43,Malahide Road (N32),1205,-6.18184358259272,53.4014933900586
2941,15,Belcamp Lane,1218,-6.18422195009528,53.3996780400094
2942, 27,Belcamp Lane,1218,-6.18422195009528,53.3996780400094
2943, 27X,Belcamp Lane,1218,-6.18422195009528,53.3996780400094
2944, 42,Belcamp Lane,1218,-6.18422195009528,53.3996780400094
2945, 43,Belcamp Lane,1218,-6.18422195009528,53.3996780400094
2946,15,Malahide Road (Daneli Road),1219,-6.20833627809163,53.381257210214
2947, 27,Malahide Road (Daneli Road),1219,-6.20833627809163,53.381257210214
2948, 27A,Malahide Road (Daneli Road),1219,-6.20833627809163,53.381257210214
2949, 27B,Malahide Road (Daneli Road),1219,-6.20833627809163,53.381257210214
2950, 27X,Malahide Road (Daneli Road),1219,-6.20833627809163,53.381257210214
2951, 42,Malahide Road (Daneli Road),1219,-6.20833627809163,53.381257210214
2952, 43,Malahide Road (Daneli Road),1219,-6.20833627809163,53.381257210214
2953,104,Malahide Road (Killester Avenue),1220,-6.21224396782492,53.3787631795642
2954, 15,Malahide Road (Killester Avenue),1220,-6.21224396782492,53.3787631795642
2955, 27,Malahide Road (Killester Avenue),1220,-6.21224396782492,53.3787631795642
2956, 27A,Malahide Road (Killester Avenue),1220,-6.21224396782492,53.3787631795642
2957, 27B,Malahide Road (Killester Avenue),1220,-6.21224396782492,53.3787631795642
2958, 27X,Malahide Road (Killester Avenue),1220,-6.21224396782492,53.3787631795642
2959, 42,Malahide Road (Killester Avenue),1220,-6.21224396782492,53.3787631795642
2960, 43,Malahide Road (Killester Avenue),1220,-6.21224396782492,53.3787631795642
2961,104,Maypark,1221,-6.21612717033542,53.3768439002821
2962, 15,Maypark,1221,-6.21612717033542,53.3768439002821
2963, 27,Maypark,1221,-6.21612717033542,53.3768439002821
2964, 27A,Maypark,1221,-6.21612717033542,53.3768439002821
2965, 27B,Maypark,1221,-6.21612717033542,53.3768439002821
2966, 27X,Maypark,1221,-6.21612717033542,53.3768439002821
2967, 42,Maypark,1221,-6.21612717033542,53.3768439002821
2968, 43,Maypark,1221,-6.21612717033542,53.3768439002821
2969,27B,Ardlea Road (near Roundabout Pub),1222,-6.20685028187161,53.3840661600371
2970,27B,Ardlea Road (near Roundabout Pub),1223,-6.20849932821318,53.385250389875
2971,27B,Ardlea Road (near A1 pub),1224,-6.21092146638217,53.3866439298898
2972,27B,Ardlea Road (near A1 pub),1225,-6.21388924451616,53.3868591498859
2973,27B,Kilmore Road (Ardmore Drive),1226,-6.21482939475435,53.3881045900121
2974,27B,Kilmore Road (Castlekevin Road),1227,-6.21506333940075,53.3911370896554
2975,17A,Kilbarron Road (Cromcastle Drive),1228,-6.21758594672311,53.3922983000174
2976, 27B,Kilbarron Road (Cromcastle Drive),1228,-6.21758594672311,53.3922983000174
2977,17A,Kilbarron Road (Dundaniel Road),1229,-6.22550030618424,53.3943396702879
2978, 27B,Kilbarron Road (Dundaniel Road),1229,-6.22550030618424,53.3943396702879
2979,27B,Castletimon Road (Castletimon Avenue),1231,-6.22782877168012,53.3954797899401
2980,27B,Castletimon Road,1232,-6.23046838196514,53.3952852598518
2981,27B,Ballyshannon Road,1233,-6.23122884574653,53.3943527803578
2982,27B,Castletimon Road,1234,-6.23259836876512,53.3946876504317
2983,17A,Dundaniel Road (Kilbarron Road),1235,-6.22558943002477,53.3947274796701
2984, 27B,Dundaniel Road (Kilbarron Road),1235,-6.22558943002477,53.3947274796701
2985,17A,Kilbarron Road (Cromcastle Drive),1237,-6.21905973282342,53.3926528499051
2986, 27B,Kilbarron Road (Cromcastle Drive),1237,-6.21905973282342,53.3926528499051
2987,27B,Kilmore Road (Tranquility Grove),1238,-6.21490253839131,53.3917458696206
2988,27B,Kilmore Place Apartments,1239,-6.21505699505915,53.3894921703646
2989,27B,Ardlea Road (near A1 pub),1240,-6.21117010876728,53.3868094500359
2990,27B,Ardlea Road (near Roundabout Pub),1241,-6.20907428359778,53.3858792003355
2991,27B,Ardlea Road (near Roundabout Pub),1242,-6.20707292273699,53.3844919498004
2992,27,Greencastle Road,1243,-6.19991412045745,53.3948913298327
2993, 27X,Greencastle Road,1243,-6.19991412045745,53.3948913298327
2994,17A,Kilbarron Road (Cromcastle Green),1244,-6.22043247569328,53.3929070202818
2995, 27B,Kilbarron Road (Cromcastle Green),1244,-6.22043247569328,53.3929070202818
2996,27,Glin Road,1245,-6.20621978721675,53.3979882898398
2997, 27X,Glin Road,1245,-6.20621978721675,53.3979882898398
2998,17A,Saint Luke's Church,1246,-6.22296426116988,53.3934930097473
2999, 27B,Saint Luke's Church,1246,-6.22296426116988,53.3934930097473
3000,27,Greencastle Road,1247,-6.19996626938322,53.3950808696886
3001, 27X,Greencastle Road,1247,-6.19996626938322,53.3950808696886
3002,27,Coolock Industrial Estate,1248,-6.1971524963279,53.3929891097967
3003, 27X,Coolock Industrial Estate,1248,-6.1971524963279,53.3929891097967
3004,27,Coolock Drive,1249,-6.20124021751186,53.3951809604015
3005, 27X,Coolock Drive,1249,-6.20124021751186,53.3951809604015
3006,27,Civic Centre Northside,1250,-6.20754169590351,53.393729799786
3007, 27X,Civic Centre Northside,1250,-6.20754169590351,53.393729799786
3008,17A,Saint Luke's Church,1251,-6.22236466460858,53.3934481295929
3009, 27B,Saint Luke's Church,1251,-6.22236466460858,53.3934481295929
3010,17A,Kilmore Road (Tranquility Grove),1252,-6.21459780109818,53.3936378102274
3011,17A,Kilmore Road (Tranquility Grove),1253,-6.21470673983169,53.3939090802658
